Transported,PassengerId,CryoSleep,Age,VIP,Deck,Num,Side,AmountSpent,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_U,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_U
True,0064_02,1.0,33.0,0.0,4.0,3.0,0.0,0.0,False,False,False,True,False,False,True,False
False,0066_01,0.0,62.0,0.0,6.0,6.0,1.0,811.0,True,False,False,False,False,False,True,False
True,0067_01,1.0,0.0,0.0,6.0,10.0,0.0,0.0,True,False,False,False,False,True,False,False
True,0067_02,0.0,18.0,0.0,6.0,10.0,0.0,705.0,True,False,False,False,False,False,True,False
False,0067_03,0.0,21.0,0.0,5.0,15.0,0.0,2007.0,True,False,False,False,True,False,False,False
False,0068_01,0.0,29.6,0.0,4.0,4.0,0.0,1048.0,False,False,True,False,False,False,True,False
True,0069_01,0.0,42.0,0.0,5.0,16.0,0.0,902.0,True,False,False,False,False,False,True,False
False,0070_01,0.0,19.0,0.0,5.0,13.0,1.0,922.0,True,False,False,False,False,False,True,False
False,0071_01,0.0,17.0,0.0,5.0,14.0,1.0,2233.0,True,False,False,False,False,False,True,False
False,0072_01,0.0,14.0,0.0,5.0,17.0,0.0,1064.0,True,False,False,False,False,False,True,False
False,0073_01,0.0,37.0,0.0,3.0,3.0,1.0,879.0,False,False,True,False,False,True,False,False
True,0074_01,0.0,42.0,0.0,2.0,3.0,0.0,8904.0,False,True,False,False,False,False,True,False
True,0076_01,0.0,27.0,0.0,5.0,18.0,0.0,1165.0,False,False,True,False,False,False,True,False
True,0077_01,0.0,28.0,0.0,5.0,15.0,1.0,1309.0,False,False,True,False,False,False,True,False
False,0078_01,0.0,38.0,0.0,2.0,4.0,0.0,15815.0,False,True,False,False,False,False,True,False
False,0081_01,1.0,13.0,0.0,6.0,13.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0082_01,0.0,42.0,0.0,5.0,16.0,1.0,7406.0,False,False,True,False,False,False,True,False
True,0082_02,1.0,2.0,0.0,5.0,16.0,1.0,0.0,False,False,True,False,False,False,True,False
True,0082_03,0.0,8.0,0.0,5.0,16.0,1.0,0.0,False,False,True,False,False,False,True,False
True,0084_01,0.0,24.0,0.0,6.0,14.0,0.0,705.0,True,False,False,False,False,False,True,False
True,0085_01,1.0,40.0,0.0,2.0,5.0,0.0,0.0,False,True,False,False,False,False,True,False
False,0086_01,0.0,43.0,0.0,5.0,17.0,1.0,1362.0,True,False,False,False,False,False,True,False
True,0088_01,1.0,45.0,0.0,4.0,5.0,0.0,0.0,False,False,True,False,False,True,False,False
True,0090_01,1.0,35.0,0.0,6.0,15.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0091_01,1.0,26.0,0.0,6.0,16.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0091_02,0.0,27.0,0.0,5.0,20.0,0.0,917.0,True,False,False,False,False,False,True,False
False,0092_01,0.0,19.0,0.0,6.0,9.0,1.0,705.0,True,False,False,False,False,False,True,False
True,0092_02,1.0,0.0,0.0,6.0,9.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0092_03,1.0,3.0,0.0,6.0,9.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0097_01,0.0,54.0,0.0,0.0,2.0,0.0,1848.0,False,True,False,False,False,False,True,False
False,0098_01,0.0,26.0,0.0,6.0,11.0,1.0,893.0,True,False,False,False,False,False,True,False
True,0098_02,0.0,26.0,0.0,6.0,11.0,1.0,3855.0,True,False,False,False,False,False,True,False
False,0099_01,0.0,23.0,0.0,5.0,19.0,1.0,1301.0,True,False,False,False,False,True,False,False
True,0099_02,0.6,2.0,0.0,6.0,12.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0101_01,1.0,31.0,0.0,-1.0,-1.0,-1.0,0.0,False,False,True,False,False,False,True,False
False,0102_01,0.0,18.0,0.0,5.0,23.0,0.0,921.0,True,False,False,False,False,False,True,False
True,0103_01,0.0,24.0,0.0,5.0,24.0,0.0,17.0,True,False,False,False,False,False,True,False
True,0103_02,1.0,9.0,0.0,6.0,18.0,0.0,0.0,True,False,False,False,True,False,False,False
False,0103_03,1.0,6.0,0.0,6.0,18.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0105_01,0.2,27.0,0.0,5.0,21.0,1.0,703.0,True,False,False,False,False,False,True,False
False,0107_01,0.0,21.0,0.0,3.0,2.0,0.0,1765.0,False,False,True,False,False,False,True,False
False,0108_01,1.0,23.0,0.0,6.0,19.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0108_02,0.0,31.0,0.0,6.0,19.0,0.0,888.0,True,False,False,False,False,False,True,False
True,0108_03,0.0,0.0,0.0,6.0,19.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0110_01,0.0,32.0,0.0,-1.0,-1.0,-1.0,5109.0,False,True,False,False,False,False,True,False
False,0110_02,0.2,40.0,0.0,1.0,5.0,1.0,2018.0,False,True,False,False,False,False,True,False
True,0110_03,0.0,42.0,0.0,1.0,5.0,1.0,15940.0,False,True,False,False,False,False,True,False
True,0110_04,1.0,28.0,0.0,1.0,5.0,1.0,0.0,False,True,False,False,False,False,True,False
True,0111_01,1.0,29.0,0.0,4.0,6.0,0.0,0.0,False,True,False,False,False,False,True,False
True,0112_01,0.0,48.0,1.0,1.0,1.0,0.0,2654.0,False,True,False,False,True,False,False,False
True,0113_01,0.0,64.0,0.0,5.0,23.0,1.0,804.0,True,False,False,False,False,False,True,False
False,0114_01,0.0,27.0,0.0,6.0,20.0,0.0,907.0,True,False,False,False,False,False,True,False
True,0115_01,0.8,26.0,0.0,5.0,24.0,1.0,3.4,False,False,True,False,False,False,True,False
True,0116_01,0.0,33.0,0.0,3.0,4.0,1.0,2640.0,False,True,False,False,False,False,True,False
False,0119_01,0.0,39.0,0.0,0.0,0.0,1.0,9307.0,False,False,False,True,False,False,True,False
True,0119_02,1.0,13.0,0.0,0.0,0.0,1.0,0.0,False,True,False,False,False,False,True,False
True,0120_01,1.0,24.0,0.0,5.0,25.0,1.0,3.4,False,False,True,False,False,False,True,False
False,0122_01,0.0,29.0,0.0,6.0,21.0,0.0,773.0,True,False,False,False,False,False,True,False
False,0123_01,0.0,18.0,0.0,5.0,27.0,1.0,702.0,True,False,False,False,False,False,True,False
True,0126_01,1.0,67.0,0.0,5.0,27.0,0.0,0.0,False,False,True,False,False,False,True,False
False,0127_01,0.0,35.0,0.0,4.0,7.0,0.0,1022.0,False,False,True,False,False,False,True,False
False,0128_01,0.0,61.0,1.0,3.0,3.0,0.0,3014.0,False,False,True,False,False,False,True,False
False,0128_02,0.0,45.0,0.0,4.0,8.0,0.0,2109.0,False,False,True,False,False,False,True,False
True,0129_01,1.0,22.0,0.0,6.0,22.0,0.0,0.0,True,False,False,False,False,True,False,False
True,0133_01,1.0,19.0,0.0,5.0,29.0,0.0,0.0,False,False,True,False,False,False,True,False
False,0133_02,0.0,36.0,0.0,3.0,5.0,0.0,2738.0,False,False,True,False,False,False,True,False
True,0134_01,0.0,19.0,0.0,6.0,17.0,1.0,744.0,True,False,False,False,False,False,True,False
False,0136_01,0.0,47.0,0.0,6.0,23.0,0.0,721.0,True,False,False,False,False,True,False,False
True,0138_01,1.0,13.0,0.0,6.0,18.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0138_02,0.0,34.0,0.0,4.0,5.0,1.0,793.0,True,False,False,False,False,False,False,True
True,0139_01,1.0,35.0,0.0,2.0,6.0,0.0,0.0,False,True,False,False,True,False,False,False
True,0140_01,1.0,24.0,0.0,6.0,19.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0140_02,0.0,26.0,0.0,5.0,29.0,1.0,902.0,True,False,False,False,False,False,True,False
False,0141_01,0.0,31.0,0.0,5.0,30.0,1.0,874.4,False,False,True,False,False,False,True,False
True,0144_01,0.0,20.0,0.0,5.0,31.0,0.0,630.0,True,False,False,False,False,False,True,False
False,0146_01,0.0,56.0,0.0,6.0,25.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0147_01,1.0,50.0,0.0,6.0,26.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0148_01,0.0,42.0,0.0,5.0,31.0,1.0,1158.0,False,False,True,False,False,False,True,False
True,0149_01,1.0,30.8,0.0,6.0,27.0,0.0,0.0,True,False,False,False,True,False,False,False
False,0151_01,1.0,38.0,0.0,6.0,20.0,1.0,0.0,True,False,False,False,True,False,False,False
False,0152_01,0.0,41.0,0.0,5.0,32.0,1.0,607.0,True,False,False,False,False,False,False,True
False,0160_01,0.0,22.0,0.0,6.0,22.0,1.0,4180.0,True,False,False,False,False,False,True,False
True,0163_01,1.0,26.0,0.0,1.0,8.0,1.0,0.0,False,True,False,False,False,False,True,False
True,0163_02,1.0,17.0,0.0,1.0,8.0,1.0,0.0,False,True,False,False,False,False,True,False
True,0164_01,0.0,57.0,0.0,6.0,28.0,0.0,2435.0,True,False,False,False,False,False,True,False
False,0164_02,1.0,17.0,0.0,6.0,28.0,0.0,0.0,True,False,False,False,False,True,False,False
True,0165_01,1.0,35.0,0.0,5.0,37.0,1.0,0.0,False,False,True,False,False,False,True,False
True,0167_01,1.0,13.0,0.0,5.0,35.0,0.0,0.0,False,False,True,False,False,False,True,False
False,0167_02,0.0,27.0,0.0,5.0,35.0,0.0,1572.0,False,False,True,False,False,False,True,False
False,0169_01,1.0,31.0,0.0,6.0,23.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0170_01,0.0,24.0,0.0,4.0,10.0,0.0,788.0,True,False,False,False,False,False,True,False
True,0171_01,1.0,19.0,0.0,6.0,30.0,0.0,0.0,True,False,False,False,False,True,False,False
True,0172_01,1.0,32.0,0.0,6.0,24.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0173_01,0.8,58.0,0.0,4.0,11.0,0.0,990.0,True,False,False,False,False,False,True,False
False,0174_01,0.0,21.0,0.0,5.0,38.0,1.0,593.0,True,False,False,False,True,False,False,False
False,0177_01,0.0,38.0,0.0,1.0,2.0,0.0,27428.0,False,True,False,False,False,False,True,False
False,0178_01,0.0,38.0,0.0,3.0,6.0,0.0,3722.0,False,False,True,False,False,False,True,False
True,0179_01,0.0,19.0,0.0,6.0,26.0,1.0,906.0,True,False,False,False,False,False,True,False
False,0179_02,0.0,0.0,0.0,6.0,26.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0179_03,0.0,3.0,0.0,6.0,26.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0181_01,0.0,20.0,0.0,6.0,27.0,1.0,394.0,True,False,False,False,False,False,True,False
True,0182_01,1.0,24.0,0.0,2.0,3.0,1.0,0.0,False,True,False,False,False,False,True,False
True,0183_01,0.0,37.0,0.0,5.0,36.0,0.0,821.0,True,False,False,False,False,False,True,False
False,0186_01,0.0,25.0,0.0,6.0,28.0,1.0,1018.0,True,False,False,False,False,False,True,False
True,0188_01,1.0,56.0,0.0,6.0,31.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0189_01,0.0,49.0,0.0,4.0,8.0,1.0,788.0,True,False,False,False,True,False,False,False
False,0190_01,1.0,11.0,0.0,6.0,32.0,0.0,0.0,True,False,False,False,True,False,False,False
True,0192_01,1.0,1.0,0.0,6.0,29.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0192_02,0.0,8.0,0.0,6.0,29.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0192_03,0.0,39.0,0.0,6.0,29.0,1.0,908.0,True,False,False,False,False,False,True,False
True,0193_01,1.0,2.0,0.0,5.0,41.0,1.0,0.0,False,False,True,False,False,False,True,False
False,0193_02,0.0,23.0,0.0,5.0,41.0,1.0,1080.0,False,False,True,False,False,False,True,False
True,0193_03,0.0,0.0,0.0,5.0,41.0,1.0,0.0,False,False,True,False,False,False,True,False
True,0195_01,0.0,39.0,0.0,5.0,42.0,1.0,1273.0,False,False,True,False,False,False,True,False
False,0196_01,0.0,25.0,0.0,3.0,5.0,1.0,1778.0,False,False,True,False,False,True,False,False
False,0197_01,0.0,36.0,0.0,2.0,5.0,1.0,2342.0,False,True,False,False,False,False,True,False
True,0198_01,1.0,52.0,0.0,6.0,30.0,1.0,0.0,True,False,False,False,False,True,False,False
False,0199_01,1.0,18.0,0.0,6.0,33.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0200_01,1.0,15.0,0.0,6.0,31.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0201_01,1.0,35.0,0.0,1.0,3.0,0.0,0.0,False,True,False,False,False,False,True,False
True,0201_02,1.0,47.0,0.0,1.0,3.0,0.0,0.0,False,True,False,False,False,False,True,False
True,0202_01,1.0,45.0,0.0,1.0,9.0,1.0,0.0,False,True,False,False,True,False,False,False
True,0202_02,0.0,31.6,0.0,0.0,2.0,1.0,3754.0,False,True,False,False,True,False,False,False
True,0203_01,1.0,51.0,0.0,2.0,8.0,0.0,0.0,False,True,False,False,False,False,True,False
False,0205_01,0.0,29.0,0.0,6.0,34.0,0.0,773.0,True,False,False,False,False,False,True,False
True,0206_01,0.0,37.4,0.0,2.0,9.0,0.0,2981.0,False,True,False,False,True,False,False,False
False,0207_01,1.0,19.0,0.0,6.0,32.0,1.0,0.0,True,False,False,False,False,True,False,False
True,0210_01,1.0,24.0,0.0,3.0,6.0,1.0,0.0,False,False,False,True,True,False,False,False
True,0211_01,0.0,29.0,0.0,5.0,44.0,1.0,1040.0,False,False,True,False,False,False,True,False
True,0211_02,1.0,11.0,0.0,5.0,44.0,1.0,0.0,False,False,True,False,False,False,True,False
False,0211_03,0.0,17.0,0.0,5.0,44.0,1.0,1337.0,False,False,True,False,False,False,True,False
False,0212_01,0.0,13.0,0.0,4.0,9.0,1.0,982.0,True,False,False,False,False,False,True,False
False,0212_02,0.0,35.0,0.0,5.0,45.0,1.0,732.0,True,False,False,False,False,False,True,False
False,0213_01,0.0,21.0,0.0,5.0,46.0,1.0,794.0,True,False,False,False,False,False,True,False
False,0216_01,0.0,21.0,0.0,5.0,40.0,0.0,1974.0,True,False,False,False,True,False,False,False
False,0217_01,0.0,38.0,0.0,5.0,47.0,1.0,1544.0,True,False,False,False,False,False,True,False
True,0219_01,1.0,19.0,0.0,6.0,36.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0220_01,1.0,2.0,0.0,6.0,37.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0220_02,0.0,0.0,0.0,6.0,37.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0220_03,1.0,13.0,0.0,6.0,37.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0220_04,0.0,25.0,0.0,4.0,10.0,1.0,923.0,True,False,False,False,False,False,True,False
False,0220_05,0.0,16.0,0.0,5.0,48.0,1.0,1102.0,True,False,False,False,False,False,True,False
False,0220_06,0.0,1.0,0.0,6.0,37.0,1.0,0.0,True,False,False,False,True,False,False,False
True,0220_07,1.0,15.0,0.0,6.0,37.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0221_01,0.0,21.0,0.0,4.0,13.0,0.0,2356.0,False,False,True,False,True,False,False,False
False,0221_02,0.0,23.0,0.0,4.0,13.0,0.0,1298.0,False,False,True,False,False,False,True,False
False,0221_03,0.0,33.0,0.0,4.0,13.0,0.0,2134.0,False,False,True,False,False,False,True,False
True,0221_04,1.0,21.0,0.0,4.0,13.0,0.0,0.0,False,False,True,False,False,False,True,False
False,0221_05,0.0,41.0,0.0,4.0,13.0,0.0,2597.0,False,False,True,False,False,False,True,False
False,0221_06,0.0,16.0,0.0,4.0,13.0,0.0,1370.0,False,False,True,False,False,False,True,False
False,0221_07,1.0,42.0,0.0,4.0,13.0,0.0,0.0,False,False,True,False,False,False,True,False
False,0222_01,0.0,20.0,0.0,5.0,41.0,0.0,1417.0,False,False,True,False,False,False,True,False
True,0222_02,1.0,24.0,0.0,5.0,41.0,0.0,0.0,False,False,True,False,False,False,True,False
True,0222_03,1.0,16.0,0.0,4.0,14.0,0.0,0.0,False,False,True,False,False,False,True,False
False,0223_01,0.0,21.0,0.0,6.0,35.0,0.0,676.0,True,False,False,False,False,False,True,False
False,0224_01,0.0,32.0,1.0,5.0,42.0,0.0,1820.0,False,False,True,False,False,False,True,False
True,0225_01,1.0,58.0,0.0,6.0,38.0,1.0,0.0,True,False,False,False,False,True,False,False
False,0229_01,0.0,24.0,0.0,5.0,43.0,0.0,803.0,True,False,False,False,False,False,True,False
False,0231_01,0.0,30.0,0.0,5.0,44.0,0.0,1806.0,False,False,True,False,False,False,True,False
False,0232_01,1.0,27.0,0.0,6.0,36.0,0.0,0.0,True,False,False,False,False,True,False,False
False,0233_01,0.0,32.0,0.0,5.0,45.0,0.0,1750.0,False,False,True,False,False,False,True,False
False,0234_01,0.0,43.0,0.0,5.0,50.0,1.0,888.0,True,False,False,False,False,False,True,False
True,0237_01,1.0,42.0,0.0,1.0,11.0,1.0,0.0,False,True,False,False,False,False,True,False
False,0239_01,0.0,37.0,0.0,-1.0,-1.0,-1.0,1048.0,False,False,True,False,False,False,True,False
True,0240_01,1.0,35.0,0.0,5.0,52.0,1.0,0.0,False,False,True,False,False,False,True,False
False,0241_01,0.0,33.0,0.0,4.0,11.0,1.0,7177.0,False,True,False,False,True,False,False,False
False,0242_01,0.0,18.0,0.0,5.0,46.0,0.0,1288.0,False,False,False,True,False,False,True,False
False,0243_01,1.0,21.0,0.0,6.0,37.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0244_01,1.0,43.0,0.0,-1.0,-1.0,-1.0,0.0,False,False,True,False,False,False,True,False
True,0244_02,1.0,14.0,0.0,5.0,47.0,0.0,0.0,False,False,True,False,True,False,False,False
True,0245_01,0.0,46.0,0.0,2.0,6.0,1.0,3578.0,False,True,False,False,True,False,False,False
False,0245_02,0.0,33.0,0.0,2.0,6.0,1.0,12378.0,False,True,False,False,False,False,True,False
False,0246_01,0.0,21.0,0.0,3.0,8.0,1.0,3261.0,False,False,True,False,False,False,True,False
False,0248_01,0.0,33.0,0.0,2.0,10.0,0.0,9684.0,False,True,False,False,False,False,True,False
False,0250_01,1.0,47.0,0.0,6.0,38.0,0.0,0.0,True,False,False,False,False,True,False,False
True,0251_01,1.0,54.0,0.0,2.0,11.0,0.0,0.0,False,False,False,True,True,False,False,False
False,0252_01,0.0,30.0,0.0,5.0,53.0,1.0,1571.0,True,False,False,False,False,False,True,False
False,0253_01,0.0,29.0,0.0,6.0,42.0,1.0,888.0,True,False,False,False,False,False,True,False
True,0254_01,0.0,21.0,0.0,5.0,54.0,1.0,1290.0,True,False,False,False,False,False,True,False
True,0255_01,1.0,24.0,0.0,0.0,3.0,0.0,0.0,False,True,False,False,False,False,True,False
False,0257_01,0.0,21.0,0.0,5.0,49.0,0.0,1683.4,False,False,True,False,True,False,False,False
True,0257_02,1.0,60.0,0.0,5.0,49.0,0.0,0.0,False,False,True,False,False,False,True,False
False,0258_01,0.0,22.0,0.0,5.0,50.0,0.0,704.0,True,False,False,False,False,False,True,False
False,0260_01,0.0,26.0,0.0,4.0,16.0,0.0,7845.0,False,True,False,False,False,False,True,False
False,0261_01,0.0,26.0,0.0,5.0,56.0,1.0,898.0,True,False,False,False,False,False,True,False
True,0263_01,1.0,28.0,0.0,6.0,43.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0265_01,1.0,39.0,0.0,3.0,8.0,0.0,0.0,False,True,False,False,False,False,True,False
False,0267_01,0.0,13.0,0.0,5.0,51.0,0.0,873.0,True,False,False,False,False,False,True,False
True,0269_01,0.0,47.0,0.0,5.0,52.0,0.0,823.0,True,False,False,False,True,False,False,False
False,0270_01,0.0,63.0,0.0,5.0,59.0,1.0,1393.0,True,False,False,False,False,False,True,False
True,0275_01,1.0,32.8,0.0,3.0,9.0,0.0,0.0,False,True,False,False,True,False,False,False
True,0277_01,0.0,50.0,0.0,5.0,61.0,1.0,2487.0,True,False,False,False,True,False,False,False
False,0278_01,0.0,35.0,0.0,-1.0,-1.0,-1.0,888.0,True,False,False,False,False,False,True,False
False,0278_02,0.0,45.0,0.0,6.0,45.0,1.0,444.0,True,False,False,False,False,False,True,False
True,0281_01,0.0,19.0,0.0,5.0,63.0,1.0,2078.0,True,False,False,False,False,False,True,False
True,0282_01,0.0,21.0,0.0,5.0,54.0,0.0,918.0,True,False,False,False,False,False,True,False
True,0283_01,1.0,29.0,0.0,6.0,46.0,1.0,0.0,True,False,False,False,False,True,False,False
True,0283_02,0.0,22.0,0.0,5.0,64.0,1.0,803.0,True,False,False,False,False,False,True,False
True,0285_01,1.0,14.0,0.0,4.0,16.0,1.0,0.0,False,True,False,False,False,False,True,False
True,0285_02,1.0,42.0,0.0,4.0,16.0,1.0,0.0,False,True,False,False,True,False,False,False
False,0286_01,0.0,57.0,0.0,5.0,65.0,1.0,1488.0,True,False,False,False,True,False,False,False
True,0287_01,1.0,39.0,0.0,-1.0,-1.0,-1.0,0.0,False,True,False,False,True,False,False,False
False,0287_02,0.0,28.0,0.0,1.0,12.0,1.0,2085.0,False,True,False,False,False,False,True,False
False,0288_01,0.0,19.0,0.0,5.0,55.0,0.0,828.0,True,False,False,False,True,False,False,False
True,0289_01,1.0,19.0,0.0,2.0,12.0,0.0,0.0,False,True,False,False,True,False,False,False
True,0290_01,0.0,26.0,0.0,1.0,7.0,0.0,5877.0,False,True,False,False,True,False,False,False
True,0290_02,1.0,17.0,0.0,1.0,7.0,0.0,0.0,False,True,False,False,False,False,True,False
True,0290_03,0.8,43.0,0.0,1.0,7.0,0.0,0.0,False,True,False,False,False,False,True,False
